,종목이름,종목코드,21_1Q_매출액,21_1Q_영업이익,21_1Q_순이익,21_2Q_매출액,21_2Q_영업이익,21_2Q_순이익,21_3Q_매출액,21_3Q_영업이익,21_3Q_순이익,21_4Q_매출액,21_4Q_영업이익,21_4Q_순이익,22_1Q_매출액,22_1Q_영업이익,22_1Q_순이익
1103,신성델타테크,[065350],191000000000.0,12880389857.0,11166292474.0,184000000000.0,13105663664.0,8569717496.0,184000000000.0,12217806467.0,7040851169.0,179000000000.0,5743872057.0,5911376088.0,205000000000.0,11315854157.0,9648548413.0
1104,위세아이텍,[065370],6192583257.0,665096918.0,377647092.0,6470607015.0,670350205.0,662969463.0,9275925878.0,2296343164.0,1468029544.0,12124915640.0,2180966986.0,1533947264.0,7600793868.0,642067434.0,588438250.0
1105,에스아이리소스,[065420],2957279950.0,177519108.0,216745305.0,4228284900.0,283395708.0,1071072041.0,8568851943.0,1181564624.0,1380273077.0,5248834180.0,359772287.0,1235047570.0,2148239097.0,24119603.0,420496173.0
1106,이루온,[065440],8511301720.0,396613076.0,467520319.0,10323055940.0,-468219462.0,-436549617.0,12559889563.0,431116375.0,165555695.0,24791135412.0,2461583257.0,2041613575.0,9921523534.0,481351282.0,580102264.0
1107,빅텍,[065450],21787179016.0,1371075695.0,932169605.0,27133539706.0,2793950627.0,2600371968.0,29259614918.0,2308338155.0,1410959690.0,24285779755.0,659566500.0,321005924.0,21086187452.0,1369347258.0,1102827094.0
1108,오리엔트정공,[065500],28366429721.0,243179672.0,417423782.0,29530708339.0,-63834246.0,-772453715.0,27912395418.0,111086712.0,-197203761.0,29058046644.0,61548788.0,-159577227.0,27080041791.0,64919161.0,3052328125.0
1109,휴비츠,[065510],21771480358.0,1321905312.0,1558188637.0,23433506122.0,2650564188.0,4143340318.0,24657310502.0,4416544455.0,4614255203.0,25156301468.0,1283618211.0,-1213917823.0,24790761887.0,4958711920.0,5090362011.0
1110,와이어블,[065530],17663694169.0,119322382.0,113192125.0,14940478234.0,536137432.0,120296872.0,19686209602.0,147900887.0,111190008.0,26205316548.0,2881264677.0,2169071023.0,17122000727.0,167585285.0,47878702.0
1111,녹원씨엔아이,[065560],12275879721.0,-3783797753.0,-3939931069.0,10837217888.0,-1880634607.0,-4663461015.0,9936910156.0,-1890097884.0,-2321696055.0,-17602093763.0,2225823621.0,-16796970832.0,4752525230.0,76675020.0,1023616106.0
1112,삼영이엔씨,[065570],5795511951.0,-1306643932.0,-1174977625.0,8803991782.0,-125175745.0,1192178176.0,9521411689.0,-1504778996.0,-719070780.0,15992822427.0,4077405190.0,1324151394.0,4569648227.0,-3499235246.0,-3018575760.0
1114,메디프론,[065650],10434805088.0,296107361.0,232212591.0,12494142722.0,359011830.0,762573285.0,14727815011.0,44529769.0,160188271.0,11594175257.0,161427498.0,-7987700007.0,10928862871.0,-859238018.0,-955601432.0
1115,안트로젠,[065660],1484274813.0,-825255394.0,-2814514208.0,2286706632.0,-252426454.0,2857670400.0,1808467690.0,-928373116.0,-403953699.0,2542103569.0,-618061342.0,-193186568.0,1666486329.0,-1101697469.0,-2607686495.0
1116,우주일렉트로,[065680],51240430238.0,5610500576.0,4068613579.0,48636253910.0,5722117175.0,6095021259.0,54203323758.0,6941648713.0,5208159621.0,51598835912.0,6083548423.0,1327283271.0,53761077838.0,7077969041.0,5661331325.0
1117,파커스,[065690],22753543609.0,-1816731740.0,1063927023.0,25020709440.0,341886860.0,-805982539.0,23884128626.0,509141579.0,7428607875.0,22023297217.0,2165320278.0,1862554633.0,15321482804.0,-3512349151.0,-2411333276.0
1118,서호전기,[065710],18965423036.0,3749390532.0,5035877714.0,15734790714.0,-434891426.0,92520497.0,14422980033.0,2515483450.0,4977737857.0,25182758027.0,8998954880.0,7300735354.0,18862312574.0,5409761261.0,3222205656.0
1119,CS,[065770],6790383916.0,-151645541.0,-208120758.0,10446791901.0,-287848146.0,-216224956.0,9527539028.0,523447557.0,-217569210.0,14327182214.0,144122718.0,-1741961952.0,940648747.0,-1789821694.0,-1774248672.0
1121,웰크론,[065950],82608683513.0,3875312952.0,3752854301.0,113000000000.0,4607456454.0,2729683698.0,98175291801.0,872435736.0,3509379970.0,94542750119.0,3863841974.0,-1876909403.0,78870870107.0,-217038195.0,-1600906943.0
1122,한프,[066110],728521775.0,-1810621120.0,-4046686462.0,4355527150.0,-1553774475.0,453100390.0,2811581469.0,-824401595.0,751395380.0,-4847041277.0,-3555300643.0,11045291422.0,465769632.0,-640071824.0,-1175083470.0
1123,하츠,[066130],32420590667.0,3981469198.0,3389868777.0,34640842064.0,3392598925.0,3497520388.0,31745106760.0,1813132817.0,1127425816.0,38378546306.0,815347844.0,67926476.0,31000059873.0,1899910576.0,1531897555.0
1124,큐에스아이,[066310],7631276041.0,711806055.0,839956986.0,8780072245.0,701781665.0,1813012549.0,7224612872.0,1930472356.0,1213505985.0,5743638190.0,-638909781.0,-2307863597.0,5814600751.0,562833126.0,815228624.0
1125,체리부로,[066360],88715789352.0,3646236160.0,1022913359.0,92595936569.0,-4159312003.0,-7245947970.0,92943316732.0,2384206124.0,248740660.0,89311797262.0,215587688.0,-21975485302.0,90189887622.0,3630857191.0,1136872399.0
1126,버킷스튜디오,[066410],7022120160.0,10307820.0,7744268324.0,7316915692.0,-602718899.0,2186720144.0,6855377287.0,-416678631.0,45488440752.0,5204703342.0,-1075550711.0,-4551087791.0,8509769854.0,-799703498.0,-42949085247.0
1127,와이오엠,[066430],9087127764.0,432954030.0,432774557.0,8560382705.0,-261661917.0,-123835829.0,8740983229.0,-75990721.0,-22467544.0,10912967986.0,324337883.0,188532106.0,9221541677.0,-157587292.0,-260506648.0
1128,LG전자,[066570],18800000000000.0,1520000000000.0,1170000000000.0,16100000000000.0,1130000000000.0,-292000000000.0,18800000000000.0,541000000000.0,516000000000.0,21000000000000.0,678000000000.0,21315000000.0,21100000000000.0,1880000000000.0,1400000000000.0
1129,우수AMS,[066590],80097248032.0,290809776.0,-234506442.0,79954556434.0,2027209775.0,496860479.0,77920932994.0,-1703789574.0,-1931796264.0,72414154714.0,-1327403556.0,-8559881613.0,86528011109.0,642284266.0,-383055131.0
1130,국보디자인,[066620],77835208031.0,8048468251.0,5480719698.0,83497047301.0,6266354956.0,4732181688.0,70537573979.0,4095828627.0,3515389116.0,91158602889.0,7335804620.0,5813213565.0,79814360039.0,7276585277.0,5604653425.0
1131,디스플레이텍,[066670],24832598751.0,175569930.0,1735241727.0,32747484095.0,448504396.0,-5577780217.0,39976832560.0,1329915449.0,2073889962.0,38417162108.0,1640154229.0,7214539532.0,21495192486.0,839357323.0,6108679021.0
1132,테라젠이텍스,[066700],37440557997.0,-149215008.0,-652716251.0,40242573826.0,-1190154370.0,-1658058796.0,42665340319.0,-1356539705.0,-4349664330.0,46218152641.0,-4744835005.0,-4724271403.0,47895580610.0,1583999541.0,5260560758.0
1133,씨씨에스,[066790],4693023502.0,29341852.0,-62093606.0,4589364412.0,-392230268.0,1648216151.0,4743649107.0,22399833.0,15952604.0,4714488372.0,-202632569.0,-413957518.0,4703857190.0,9221432.0,38363771.0
1134,디에이피,[066900],66637155349.0,-1152549731.0,-265930307.0,71315963687.0,1669989831.0,1167377486.0,85550968445.0,2251379149.0,2530911113.0,84392824385.0,4923909855.0,4722884239.0,82836673516.0,3510135505.0,3085172756.0
1135,손오공,[066910],19316578588.0,503948011.0,235992554.0,18125101877.0,395520036.0,82717789.0,15020680194.0,149760588.0,322665234.0,22988147571.0,105227495.0,2734863571.0,14728417696.0,-39560571.0,-457008276.0
1136,엘앤에프,[066970],144000000000.0,-3268101356.0,-3629346208.0,205000000000.0,5747388307.0,-3746812338.0,241000000000.0,13519140740.0,-11592480653.0,380000000000.0,28253785454.0,-93294532819.0,554000000000.0,53046644000.0,71256773000.0
1137,이엔코퍼레이션,[066980],2636433617.0,137764452.0,9645155443.0,38882971249.0,1379866674.0,-10188503531.0,55363380649.0,445537327.0,-4022538619.0,71404713790.0,2031270556.0,383149502.0,62128690875.0,2878568480.0,-1908612676.0
1138,조이시티,[067000],53010544974.0,7107737203.0,8254900092.0,53827547028.0,6371612965.0,306075709.0,47450692884.0,4058159985.0,5831516948.0,47013363295.0,4263719027.0,-7333059151.0,41090376085.0,3115917139.0,2653808690.0
1140,대화제약,[067080],27534750964.0,18098034.0,1272938963.0,29868137801.0,1529962266.0,1788842643.0,30058608388.0,1260885615.0,1354730976.0,29697334306.0,475037750.0,-2454073315.0,31272804603.0,2720492829.0,1732039083.0
1141,아프리카TV,[067160],60894415742.0,19595381273.0,15492118444.0,64950094425.0,21527270933.0,18887701174.0,71052290383.0,23110305967.0,19741445648.0,75397970455.0,24589051582.0,16816826327.0,75298045238.0,23118298618.0,19582240813.0
1142,오텍,[067170],214000000000.0,3434257437.0,1902204254.0,310000000000.0,6154246222.0,4409775674.0,282000000000.0,1026776250.0,-2014732220.0,211000000000.0,-4211011225.0,-4418930220.0,252000000000.0,2806934746.0,1144333753.0
1143,멀티캠퍼스,[067280],61911995094.0,2568357629.0,1975666416.0,74670293222.0,7499170943.0,6029347009.0,84364515219.0,9001859044.0,6690510213.0,87334787924.0,7397737942.0,5860743010.0,80045312330.0,6891452209.0,5169467905.0
1144,JW신약,[067290],24056364894.0,36657296.0,-392131863.0,24701927848.0,62679706.0,-309661085.0,26019943094.0,1985539577.0,1282520779.0,26187870436.0,1341243699.0,256453779.0,24958414310.0,1223742054.0,923735837.0
1145,하나마이크론,[067310],143000000000.0,20217681967.0,8391711655.0,154000000000.0,22620647789.0,24891973638.0,176000000000.0,28626996496.0,17268986782.0,196000000000.0,33255019154.0,13716285176.0,216000000000.0,33864568401.0,33349986118.0
1146,아스트,[067390],14927310292.0,-5665763579.0,-1439278614.0,10823762186.0,-7777647605.0,-10251923162.0,21931625396.0,-1326666441.0,-4963354246.0,33479219424.0,1016324477.0,-17067824893.0,36009985286.0,1507284714.0,-3200279138.0
1147,엔브이에이치코리아,[067570],229000000000.0,7708184828.0,808699568.0,238000000000.0,6997090508.0,3439138707.0,276000000000.0,7654262237.0,4804614498.0,326000000000.0,20425192288.0,10559039117.0,293000000000.0,12231502606.0,-2697597270.0
1148,HLB생명과학,[067630],10605785834.0,-2652366739.0,-15508828108.0,13648909589.0,-3244317196.0,-16663480604.0,13725295663.0,-2473998026.0,47468037618.0,15514257043.0,-10109722303.0,-64587278840.0,15959356038.0,-1053822111.0,-10400311784.0
1149,로지시스,[067730],7422809858.0,69558630.0,167356478.0,8303542086.0,121168959.0,753060561.0,8781243582.0,639844721.0,559008676.0,9685910691.0,222356603.0,589318449.0,7223430081.0,110781099.0,130388043.0
1150,세진티에스,[067770],6490500727.0,392581505.0,685120072.0,7498470693.0,765843849.0,784235072.0,7585905968.0,1385942082.0,1862351663.0,5426760276.0,-417047611.0,-464835030.0,6692651321.0,522153307.0,742336452.0
1151,세이브존I&C,[067830],31101600378.0,2981407855.0,2703036933.0,31494950799.0,4927281514.0,4170640063.0,28467638323.0,20938038.0,337660240.0,31109046243.0,3093426043.0,199675655.0,27945575811.0,862237593.0,1083949987.0
1152,와이엔텍,[067900],27812927397.0,7855631040.0,5738159624.0,29013331270.0,9341560072.0,7133763622.0,26408616546.0,6318392227.0,5583788076.0,28554035395.0,8902489426.0,4785834501.0,26658832315.0,5567873616.0,3820637701.0
1153,이글루,[067920],23212874898.0,3388956022.0,3397431540.0,17268735920.0,-1990807181.0,-1940578248.0,15517290773.0,-3025011445.0,-2946797288.0,36045487326.0,7291166720.0,9014459942.0,20800904583.0,-191557211.0,190521115.0
1154,도이치모터스,[067990],441000000000.0,10900284668.0,6452958988.0,493000000000.0,19988464816.0,14104247709.0,413000000000.0,14076128407.0,7250817635.0,356000000000.0,11392968069.0,8901910384.0,466000000000.0,19461427018.0,12368768057.0
1155,팬엔터테인먼트,[068050],4091296696.0,911713605.0,941272748.0,12272464029.0,520642595.0,2076128282.0,10995956006.0,25310582.0,107194236.0,3045054487.0,36039359.0,876417394.0,2077125097.0,111652405.0,92702567.0
1156,다원시스,[068240],72299285680.0,3043118204.0,3445235161.0,81086171154.0,2917988145.0,1945639215.0,76753581756.0,-3191782120.0,-83849332.0,65315117995.0,-17261062067.0,-23561984077.0,50609292696.0,-26502749830.0,-17098707190.0
1157,셀트리온,[068270],457000000000.0,208000000000.0,197000000000.0,432000000000.0,163000000000.0,130000000000.0,401000000000.0,164000000000.0,140000000000.0,622000000000.0,222000000000.0,129000000000.0,551000000000.0,142000000000.0,121000000000.0
1158,삼성출판사,[068290],42609406383.0,701250761.0,495498388.0,41702190200.0,-1867158442.0,-1340014255.0,46337962453.0,3070289966.0,2292566690.0,56829981111.0,6092621730.0,4486925829.0,51338029603.0,4276511281.0,3431788014.0
1159,일신바이오,[068330],5407037696.0,1282105192.0,1229670706.0,7615032744.0,2305259671.0,1895935797.0,3361313376.0,925210187.0,823693637.0,7995551596.0,3264612294.0,2295267550.0,3533783307.0,1265451228.0,1193783810.0
1160,SK렌터카,[068400],249000000000.0,19677721188.0,6040906225.0,255000000000.0,28043389215.0,10306282536.0,271000000000.0,25364183622.0,11251039421.0,262000000000.0,5967418740.0,-7008397164.0,311000000000.0,22902973142.0,8879034697.0
1161,셀트리온제약,[068760],85551417692.0,9639784061.0,7313364364.0,98744268650.0,16628357010.0,13237030198.0,90900166974.0,13004996219.0,8929202930.0,124000000000.0,8524754795.0,5099117997.0,88756433512.0,7760945060.0,4271412577.0
1162,DMS,[068790],38771874787.0,3897301965.0,7663076573.0,61775591566.0,8361346429.0,10427213478.0,59359724874.0,7979079287.0,11805329468.0,65486440983.0,11772475585.0,5315389992.0,57729050858.0,9644754893.0,10104267501.0
1163,디지털대성,[068930],50519043996.0,3267353733.0,4201016086.0,44336000258.0,8550224672.0,6814600365.0,55592299918.0,14820520760.0,11411301281.0,46457053980.0,-1393857077.0,-2389048726.0,49229054301.0,5745442282.0,4330470716.0
1164,아이씨케이,[068940],6449227963.0,-1099194520.0,-1050234978.0,6453715878.0,-621496821.0,-2950494120.0,6021992599.0,-678070324.0,-796853900.0,8872368715.0,-7494267898.0,-7255022281.0,10773304504.0,1892766096.0,2490665504.0
1165,웹젠,[069080],78022867245.0,37344376355.0,31388799451.0,71610242092.0,23159677240.0,18402025465.0,66416530409.0,16339095656.0,14414546655.0,68732902001.0,26154087627.0,22645525693.0,69848777419.0,22289042577.0,18719940394.0
1166,코스온,[069110],13280690055.0,-4601679410.0,-7648306664.0,8295416195.0,-1457070066.0,-45939125995.0,5244681542.0,-2711020009.0,-5734201889.0,4798812325.0,-6207990469.0,-14883690498.0,2666475954.0,-2065116950.0,-6015771877.0
1167,누리플랜,[069140],27268178022.0,-720256742.0,-891943059.0,31733731489.0,1409823877.0,1169950671.0,28018276556.0,-1591314117.0,-1861681247.0,46335480155.0,4020053272.0,2607481114.0,30691826303.0,-55669602.0,-305310067.0
1168,TKG휴켐스,[069260],176000000000.0,28254272546.0,22994029753.0,213000000000.0,27156643073.0,26372759726.0,230000000000.0,18323330071.0,15402231808.0,242000000000.0,19660801098.0,12797582402.0,294000000000.0,35428030297.0,26935401807.0
1169,유아이디,[069330],17162637463.0,1003902572.0,717032358.0,19213227297.0,2000168139.0,-224759192.0,17367895270.0,1454579048.0,2732592044.0,19954852025.0,1564383578.0,1848518351.0,18397783750.0,1385155687.0,1813054387.0
1170,엔텔스,[069410],8768120078.0,-864054712.0,759122895.0,12229789173.0,-1570060739.0,-1077065753.0,12587576964.0,335269057.0,1134079371.0,23914899449.0,4544983679.0,3360171106.0,10713174522.0,-668657963.0,-335383851.0
1171,대호에이엘,[069460],33223263845.0,1480892726.0,-259640986.0,36324836764.0,1356993044.0,972862429.0,36031897391.0,-58820781.0,-1890209663.0,37821760272.0,-959194269.0,-1865746843.0,46846354115.0,2564760214.0,2062365350.0
1172,에스텍,[069510],84516698438.0,3353170464.0,3318149321.0,88329560926.0,246969461.0,70970761.0,66395246455.0,-7207178378.0,-4569497521.0,91413266491.0,-42321002800.0,-33656319087.0,115000000000.0,-9829123908.0,-6455661215.0
1173,라이트론,[069540],11986602766.0,218933106.0,116494604.0,13382195637.0,1508161871.0,-649503441.0,11091158095.0,729555997.0,1242055175.0,7680572170.0,-6976796464.0,-9194030834.0,9578321082.0,-900732331.0,-1721060716.0
1174,대웅제약,[069620],270000000000.0,22556821545.0,-20867711381.0,290000000000.0,18701616843.0,8960037104.0,291000000000.0,22712720030.0,11967505603.0,303000000000.0,24931018183.0,30197171359.0,298000000000.0,23048512020.0,13096491682.0
1175,한세엠케이,[069640],50259197959.0,-734499987.0,-658256071.0,52798721006.0,214677500.0,463252340.0,40831878769.0,-4547569128.0,-4548574733.0,63775457857.0,-7020051451.0,-26238452363.0,48049504300.0,-2939285053.0,-2762290697.0
1176,DSR제강,[069730],45845471055.0,-437543835.0,1351759937.0,50930134254.0,-388456307.0,700474037.0,49376571336.0,615341923.0,1872609963.0,60990582951.0,4502295686.0,3695646284.0,60917992263.0,7093751065.0,8370316388.0
1177,아이에스이커머스,[069920],5131826902.0,-1642032580.0,-1491697192.0,5573018864.0,-1748807972.0,27488543712.0,4813696849.0,-2284346161.0,-2157832960.0,5996760257.0,-2126978005.0,4948094586.0,1593142126.0,-3127437250.0,-2519274824.0
1178,현대백화점,[069960],683000000000.0,64995532000.0,55848425000.0,864000000000.0,57684530000.0,48256215000.0,925000000000.0,47510796000.0,62952550000.0,1100000000000.0,94174330000.0,66331735000.0,934000000000.0,88871928000.0,75426443000.0
1179,엑스큐어,[070300],2943176000.0,208370000.0,353616000.0,2445383000.0,-23506000.0,528151000.0,2960430000.0,295767000.0,362916000.0,2657604756.0,-21719473.0,-119327519.0,1523865699.0,-402869465.0,-143122266.0
1180,한솔인티큐브,[070590],10475294866.0,-1010239196.0,-747383986.0,9596829972.0,-2308693861.0,-2390536738.0,18501352227.0,1532407095.0,1547513353.0,20888556321.0,1542731921.0,1747284406.0,12292175132.0,-1435203889.0,-1266319498.0
1181,용평리조트,[070960],27869494401.0,-2151326254.0,-2563169912.0,143000000000.0,22004683436.0,15265099442.0,36017523201.0,3704626031.0,-262285192.0,29482913779.0,7173109652.0,-3765846510.0,34197869646.0,1885589260.0,-750580425.0
1182,하이스틸,[071090],41503089219.0,2697347781.0,2481714664.0,66121356079.0,10238060014.0,8128691188.0,50398093129.0,3242771884.0,3339160918.0,68128123961.0,-1539864863.0,-2437542138.0,77203206353.0,7783604269.0,6339543695.0
1183,인피니트헬스케어,[071200],16589025535.0,580582352.0,3756619031.0,18448065792.0,1245939401.0,3288536868.0,19187923833.0,710781628.0,3987372182.0,23944924304.0,4880025029.0,11606306686.0,18894482570.0,834281351.0,-1583877366.0
1184,로체시스템즈,[071280],29602214261.0,2227130387.0,1595096640.0,28593985824.0,4391917474.0,2844445643.0,24829985490.0,5341224204.0,3276204094.0,27173969402.0,1357472678.0,1741415525.0,39658076988.0,6271223543.0,5354031376.0
1185,지역난방공사,[071320],848000000000.0,134000000000.0,92248549359.0,374000000000.0,-31266242839.0,-31674671048.0,407000000000.0,-37481179036.0,-33336135110.0,908000000000.0,-25824867396.0,-5778731983.0,1380000000000.0,-110000000000.0,-119000000000.0
1186,위니아,[071460],218000000000.0,-1157602485.0,-2876500523.0,241000000000.0,6456812551.0,945043043.0,278000000000.0,10826528263.0,4506038446.0,316000000000.0,26675219429.0,16208579683.0,181000000000.0,-24880182666.0,-25547856401.0
1187,에이테크솔루션,[071670],70972137640.0,1902206230.0,1801525898.0,66677850535.0,1184239649.0,953853642.0,52064308334.0,832473373.0,840080524.0,70229449590.0,2740529514.0,1994302247.0,73520804913.0,2928344829.0,2315963756.0
1188,롯데하이마트,[071840],956000000000.0,25739469146.0,15905953001.0,988000000000.0,33056048736.0,24703816477.0,1040000000000.0,50899606469.0,35924883935.0,885000000000.0,-2860398091.0,-134000000000.0,841000000000.0,-8166254689.0,-7003434890.0
1189,캐스텍코리아,[071850],42782359295.0,-42024650.0,-91565374.0,39123956462.0,-2540932113.0,-1818864465.0,32637230360.0,-4285645253.0,-2072221531.0,26700021187.0,-10746390195.0,-11342895337.0,48049561404.0,-1712890195.0,-2084515391.0
1190,코아스,[071950],30442698061.0,643099577.0,606479761.0,21925192253.0,-169119531.0,-144048491.0,24423425024.0,-2049366900.0,-2022156572.0,33978470439.0,-3090854408.0,-3685200691.0,30685399000.0,297451254.0,233358513.0
1191,STX중공업,[071970],27289317732.0,-3711536842.0,-5883648432.0,50935680844.0,-6942802029.0,-10677634283.0,38757110727.0,-1546150166.0,-505615162.0,46868702566.0,1303412770.0,9238460337.0,21708882817.0,-1430262267.0,-1628165950.0
1192,중앙백신,[072020],10352676913.0,1757142403.0,1641284233.0,10027770828.0,1020071780.0,2131310353.0,9561270853.0,1247106002.0,1485330313.0,10972183977.0,517024637.0,2343934589.0,10339054285.0,2189365022.0,2249298800.0
1193,유엔젤,[072130],6333897193.0,-414538355.0,-1103833965.0,7304795759.0,762919395.0,12949270295.0,8855314123.0,1379050276.0,2250410744.0,7187801936.0,1420293228.0,510628427.0,5451936968.0,-1255306966.0,-1264880303.0
1194,우리산업홀딩스,[072470],103000000000.0,2849014457.0,3930327539.0,93914946734.0,3212039520.0,2736624118.0,94778871192.0,-1037471881.0,-849795783.0,92474495886.0,-7475272412.0,-6142580277.0,109000000000.0,196412507.0,-641642557.0
1195,제넨바이오,[072520],2313001659.0,-3610787146.0,-3652516534.0,1938555048.0,-4613435226.0,-4263524786.0,2086880075.0,-2937239113.0,-3683574047.0,2556232285.0,-2737023636.0,-20555453338.0,2129207921.0,-2277287728.0,-3243361433.0
1196,농심홀딩스,[072710],142000000000.0,13051104481.0,12540463987.0,154000000000.0,13088200584.0,11101418245.0,153000000000.0,12711674696.0,10492929402.0,192000000000.0,16914491593.0,15028622975.0,170000000000.0,13839302862.0,12915506872.0
1197,율호,[072770],12179245265.0,485324574.0,365207277.0,22994948979.0,99634774.0,3439745526.0,12596435105.0,-352381535.0,-1798468984.0,42668756489.0,2246374794.0,129189063.0,17534574689.0,-85653255.0,291111215.0
1198,메가스터디,[072870],34554284844.0,4449564775.0,4888336505.0,38353605925.0,7311121624.0,9056526118.0,34373964947.0,6540720034.0,7056865049.0,26342198917.0,-2404519971.0,8799348095.0,34314701116.0,4591960175.0,6184882493.0
1199,빛샘전자,[072950],15500446447.0,328208475.0,437257362.0,21356292501.0,1556682257.0,1505091084.0,18843905846.0,559974318.0,567951082.0,26082628771.0,1597612816.0,1678720465.0,25547703574.0,1131215761.0,978996103.0
1200,에이치시티,[072990],15098136099.0,3362726941.0,2844195638.0,15176424094.0,3116285402.0,2868697009.0,16542093569.0,3168529231.0,2802941132.0,16453962584.0,1410673206.0,1976048788.0,17090301146.0,3270613516.0,2908528498.0
1201,케이에스피,[073010],9463394986.0,428634679.0,583860187.0,10321405149.0,566555326.0,745729007.0,10838883385.0,538003964.0,539564666.0,13202972701.0,488155202.0,389366007.0,13263013334.0,793079385.0,751220077.0
1203,엘엠에스,[073110],23215065101.0,-2688701394.0,-727643258.0,21499624135.0,-2579734484.0,-3658112605.0,24442421496.0,-1238428252.0,2923562971.0,26570460858.0,60057998.0,3513935057.0,27467612891.0,1544392619.0,2078861886.0
1204,듀오백,[073190],11666416753.0,-232037963.0,-268934604.0,9738565986.0,-784097454.0,-693617183.0,8615999343.0,-558511282.0,-469422472.0,8627461819.0,-1668997196.0,-2629677838.0,9210714934.0,-442429994.0,-497546294.0
1205,금호타이어,[073240],586000000000.0,452243850.0,-12463613320.0,634000000000.0,11386193594.0,-15155938252.0,649000000000.0,-54542055793.0,-71142795018.0,733000000000.0,1185778090.0,26911673873.0,739000000000.0,533573945.0,-5998523841.0
1206,이노와이어리스,[073490],17908269308.0,1832073203.0,1715734540.0,24627167087.0,3518747531.0,4247694419.0,13118866942.0,-1368131055.0,-1093878247.0,35014352515.0,9442077804.0,10291991030.0,15568802824.0,-1385002491.0,-908311788.0
1207,에프알텍,[073540],1732214469.0,-1278812116.0,-604182450.0,7102485011.0,212494005.0,243393014.0,6710830203.0,207862473.0,172281221.0,7571136266.0,-1294199905.0,422282706.0,1561599608.0,-1378928307.0,-1371655239.0
1208,우리손에프앤지,[073560],56279168777.0,7665541028.0,6456430219.0,61999577782.0,21448070084.0,17674224078.0,63930511639.0,8576261312.0,6387922856.0,71632998449.0,287274192.0,-2021734875.0,58809388378.0,1860797223.0,1819315657.0
1209,WI,[073570],4135497797.0,-1160414034.0,-1791422371.0,3862431693.0,-1313581130.0,-2598181700.0,4225942205.0,-1048823290.0,-2697925286.0,5687583971.0,-1849993344.0,-6171048612.0,5559969605.0,-302524168.0,-1984245174.0
1210,테라사이언스,[073640],11798959295.0,-341118060.0,-583938620.0,-2007278469.0,-557854728.0,-1598696147.0,5624147322.0,32803915.0,-793558091.0,6574618401.0,-1257790893.0,-231764883.0,6292949100.0,86144144.0,-465018153.0
1211,아미노로직스,[074430],4406871905.0,419037656.0,869441606.0,7481747360.0,2152955175.0,4544254818.0,4414470629.0,613548233.0,961485340.0,6545869888.0,918350588.0,-1015350325.0,8160157608.0,2848220809.0,3226258597.0
1212,원익QnC,[074600],143000000000.0,19957418545.0,14985215516.0,160000000000.0,24421385511.0,17100484568.0,159000000000.0,26693242927.0,16752577633.0,163000000000.0,15678006588.0,13666284054.0,182000000000.0,34045951599.0,22926994071.0
1213,이엔플러스,[074610],1262288018.0,-2397177493.0,-5152012007.0,7717945122.0,-1329361968.0,-2730986086.0,18779008998.0,710632073.0,4887901661.0,27636064898.0,1099551062.0,-16554300557.0,6432441729.0,-3874173478.0,-3893073266.0
1214,플랜티넷,[075130],7115634189.0,49687922.0,1892077785.0,7207537082.0,87246457.0,1197340684.0,6582669008.0,-256132088.0,823437069.0,7650577530.0,699691683.0,4941829956.0,8447292380.0,648388519.0,80824110.0
1215,새론오토모티브,[075180],34105789325.0,1551354122.0,4848851951.0,32489987732.0,772426750.0,3767871120.0,28354635851.0,-1941565966.0,3134602258.0,32655199665.0,-55999580.0,2274244353.0,32638457796.0,-1361958280.0,1755645142.0
1216,세진중공업,[075580],64906059813.0,6046892749.0,31490279144.0,55238094300.0,5066933498.0,-9527680633.0,48335273481.0,3094386435.0,1802773589.0,81901423719.0,-10492939443.0,-9705373515.0,140000000000.0,-7192813114.0,-8125140037.0
1217,동국알앤에스,[075970],25572516321.0,1267134541.0,1046371986.0,26080337649.0,1413413700.0,1700601410.0,23806000616.0,1162875306.0,940374291.0,28682045471.0,-1073226819.0,-723463798.0,30372863812.0,1919786623.0,1532668019.0
1218,웰크론한텍,[076080],57474920979.0,601822044.0,952295072.0,80290128199.0,-619110401.0,-1096602017.0,72758799969.0,-296873826.0,2396308796.0,58637266553.0,64277964.0,-1964606172.0,55956078554.0,-1636912220.0,-2545084452.0
1219,해성옵틱스,[076610],36923833493.0,-6533433325.0,-3216536655.0,31636152335.0,-7510296395.0,-6940710117.0,35538368537.0,-4266719980.0,-5118794283.0,36746640947.0,10903784846.0,10557979775.0,28872229694.0,-2983398071.0,-4213660003.0
1222,유니퀘스트,[077500],139000000000.0,5757614533.0,10348678333.0,145000000000.0,6265891114.0,10439867184.0,155000000000.0,6827570223.0,12128149852.0,151000000000.0,5697577992.0,27478688414.0,166000000000.0,10799274321.0,20840140378.0
1223,STX엔진,[077970],97498000000.0,-4309000000.0,-4146000000.0,125000000000.0,1230000000.0,-1254000000.0,105000000000.0,3226000000.0,2119000000.0,166000000000.0,3497000000.0,4286000000.0,112000000000.0,-1127000000.0,-2968000000.0
1224,텔코웨어,[078000],4729027412.0,-2510965470.0,-2268518888.0,5826489890.0,-1169739804.0,-774183180.0,7623261525.0,676175633.0,1014099892.0,16643651449.0,4158888431.0,3839318091.0,4936299599.0,-2485753062.0,-2101300570.0
